,file_name,label,split
28,FSD50K.dev_audio/4261.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
29,FSD50K.dev_audio/4262.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
30,FSD50K.dev_audio/4263.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
31,FSD50K.dev_audio/4264.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
32,FSD50K.dev_audio/4265.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
33,FSD50K.dev_audio/4266.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
34,FSD50K.dev_audio/4267.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
35,FSD50K.dev_audio/4268.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
36,FSD50K.dev_audio/4269.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
37,FSD50K.dev_audio/4270.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
38,FSD50K.dev_audio/4272.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
39,FSD50K.dev_audio/64757.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
40,FSD50K.dev_audio/4276.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
41,FSD50K.dev_audio/4277.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
42,FSD50K.dev_audio/4278.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
43,FSD50K.dev_audio/4279.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
44,FSD50K.dev_audio/4280.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
45,FSD50K.dev_audio/4281.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
46,FSD50K.dev_audio/4283.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
47,FSD50K.dev_audio/4284.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
48,FSD50K.dev_audio/4285.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
49,FSD50K.dev_audio/4286.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
50,FSD50K.dev_audio/4287.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
51,FSD50K.dev_audio/4288.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
52,FSD50K.dev_audio/4289.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
53,FSD50K.dev_audio/5314.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
54,FSD50K.dev_audio/4290.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
55,FSD50K.dev_audio/4291.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
56,FSD50K.dev_audio/5310.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
57,FSD50K.dev_audio/64703.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
58,FSD50K.dev_audio/5312.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
59,FSD50K.dev_audio/64704.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
60,FSD50K.dev_audio/64706.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
61,FSD50K.dev_audio/64707.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
62,FSD50K.dev_audio/64708.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
63,FSD50K.dev_audio/5315.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
64,FSD50K.dev_audio/5317.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
65,FSD50K.dev_audio/64711.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
66,FSD50K.dev_audio/64712.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
67,FSD50K.dev_audio/64714.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
68,FSD50K.dev_audio/64715.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
69,FSD50K.dev_audio/64717.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
70,FSD50K.dev_audio/64718.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
71,FSD50K.dev_audio/64720.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
72,FSD50K.dev_audio/64721.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
73,FSD50K.dev_audio/64722.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
74,FSD50K.dev_audio/64723.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
75,FSD50K.dev_audio/64724.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
76,FSD50K.dev_audio/64725.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
77,FSD50K.dev_audio/64726.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
78,FSD50K.dev_audio/64727.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
79,FSD50K.dev_audio/64728.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
80,FSD50K.dev_audio/64729.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
81,FSD50K.dev_audio/64730.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
82,FSD50K.dev_audio/64731.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
83,FSD50K.dev_audio/64732.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
84,FSD50K.dev_audio/64733.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
85,FSD50K.dev_audio/64734.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
86,FSD50K.dev_audio/64736.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
87,FSD50K.dev_audio/64737.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
88,FSD50K.dev_audio/64738.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
89,FSD50K.dev_audio/5350.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
90,FSD50K.dev_audio/5351.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
91,FSD50K.dev_audio/193768.wav,"Electric_guitar,Bass_guitar,Crash_cymbal,Hi-hat,Bass_drum,Drum,Snare_drum,Drum_kit,Guitar,Plucked_string_instrument,Musical_instrument,Music,Percussion,Cymbal",valid
92,FSD50K.dev_audio/64739.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
93,FSD50K.dev_audio/64740.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
94,FSD50K.dev_audio/64747.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
95,FSD50K.dev_audio/266476.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
96,FSD50K.dev_audio/5357.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
97,FSD50K.dev_audio/64750.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
98,FSD50K.dev_audio/64742.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
99,FSD50K.dev_audio/5360.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
100,FSD50K.dev_audio/64753.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
101,FSD50K.dev_audio/64745.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
102,FSD50K.dev_audio/64755.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
103,FSD50K.dev_audio/5355.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
104,FSD50K.dev_audio/64748.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
105,FSD50K.dev_audio/64749.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
106,FSD50K.dev_audio/64751.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
107,FSD50K.dev_audio/64752.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
108,FSD50K.dev_audio/64754.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
109,FSD50K.dev_audio/5370.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
110,FSD50K.dev_audio/5364.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
111,FSD50K.dev_audio/64764.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
112,FSD50K.dev_audio/5365.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
113,FSD50K.dev_audio/64758.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
114,FSD50K.dev_audio/64767.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
115,FSD50K.dev_audio/64768.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
116,FSD50K.dev_audio/64769.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
117,FSD50K.dev_audio/5369.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
118,FSD50K.dev_audio/64763.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
119,FSD50K.dev_audio/64766.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
120,FSD50K.dev_audio/5376.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
121,FSD50K.dev_audio/64765.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
122,FSD50K.dev_audio/64775.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
123,FSD50K.dev_audio/64770.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
124,FSD50K.dev_audio/5379.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
125,FSD50K.dev_audio/64771.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
126,FSD50K.dev_audio/64772.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
127,FSD50K.dev_audio/64774.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
128,FSD50K.dev_audio/64773.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
129,FSD50K.dev_audio/64776.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
130,FSD50K.dev_audio/64777.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
131,FSD50K.dev_audio/232713.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
132,FSD50K.dev_audio/64779.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
133,FSD50K.dev_audio/232715.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
134,FSD50K.dev_audio/64781.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
135,FSD50K.dev_audio/232717.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
136,FSD50K.dev_audio/232720.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
137,FSD50K.dev_audio/64787.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
138,FSD50K.dev_audio/64788.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
139,FSD50K.dev_audio/64789.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
140,FSD50K.dev_audio/64790.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
141,FSD50K.dev_audio/64791.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
142,FSD50K.dev_audio/64778.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
143,FSD50K.dev_audio/232723.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
144,FSD50K.dev_audio/64794.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
145,FSD50K.dev_audio/64792.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
146,FSD50K.dev_audio/378143.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
147,FSD50K.dev_audio/378144.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
148,FSD50K.dev_audio/64780.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
149,FSD50K.dev_audio/5354.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
150,FSD50K.dev_audio/5356.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
151,FSD50K.dev_audio/97616.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
152,FSD50K.dev_audio/201043.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
153,FSD50K.dev_audio/5359.wav,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
154,FSD50K.dev_audio/97622.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
155,FSD50K.dev_audio/97623.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
156,FSD50K.dev_audio/97624.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
157,FSD50K.dev_audio/97625.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
158,FSD50K.dev_audio/97626.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
159,FSD50K.dev_audio/97627.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
160,FSD50K.dev_audio/97629.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
161,FSD50K.dev_audio/97630.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
162,FSD50K.dev_audio/97631.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
163,FSD50K.dev_audio/97632.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
164,FSD50K.dev_audio/97633.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
165,FSD50K.dev_audio/97634.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
166,FSD50K.dev_audio/97635.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
167,FSD50K.dev_audio/97636.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
168,FSD50K.dev_audio/97637.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
169,FSD50K.dev_audio/97638.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
170,FSD50K.dev_audio/97639.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
171,FSD50K.dev_audio/97641.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
172,FSD50K.dev_audio/97642.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
173,FSD50K.dev_audio/97643.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
174,FSD50K.dev_audio/97644.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
175,FSD50K.dev_audio/97645.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
176,FSD50K.dev_audio/97646.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
177,FSD50K.dev_audio/97647.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
178,FSD50K.dev_audio/97648.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
179,FSD50K.dev_audio/97649.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
180,FSD50K.dev_audio/97650.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
181,FSD50K.dev_audio/97651.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
182,FSD50K.dev_audio/97652.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
183,FSD50K.dev_audio/97653.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
184,FSD50K.dev_audio/5366.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
185,FSD50K.dev_audio/97654.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
186,FSD50K.dev_audio/97655.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
187,FSD50K.dev_audio/97656.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
188,FSD50K.dev_audio/97657.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
189,FSD50K.dev_audio/36237.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
190,FSD50K.dev_audio/201110.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
191,FSD50K.dev_audio/63899.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
192,FSD50K.dev_audio/63901.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
193,FSD50K.dev_audio/63902.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
194,FSD50K.dev_audio/63904.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
195,FSD50K.dev_audio/63906.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
196,FSD50K.dev_audio/130468.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
197,FSD50K.dev_audio/63909.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
198,FSD50K.dev_audio/232716.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",valid
199,FSD50K.dev_audio/324052.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
200,FSD50K.dev_audio/324053.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
201,FSD50K.dev_audio/40404.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
202,FSD50K.dev_audio/324055.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
203,FSD50K.dev_audio/40405.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
204,FSD50K.dev_audio/324057.wav,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
205,FSD50K.dev_audio/324058.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
206,FSD50K.dev_audio/324059.wav,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
207,FSD50K.dev_audio/324060.wav,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
208,FSD50K.dev_audio/324061.wav,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
209,FSD50K.dev_audio/324062.wav,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
210,FSD50K.dev_audio/324063.wav,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
211,FSD50K.dev_audio/40413.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
212,FSD50K.dev_audio/40408.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
213,FSD50K.dev_audio/40409.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
214,FSD50K.dev_audio/40410.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
215,FSD50K.dev_audio/40411.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
216,FSD50K.dev_audio/40412.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
217,FSD50K.dev_audio/40415.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
218,FSD50K.dev_audio/40414.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
219,FSD50K.dev_audio/40417.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
220,FSD50K.dev_audio/40418.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
221,FSD50K.dev_audio/40426.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
222,FSD50K.dev_audio/40419.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
223,FSD50K.dev_audio/40420.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
224,FSD50K.dev_audio/40421.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
225,FSD50K.dev_audio/40423.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
226,FSD50K.dev_audio/40424.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
227,FSD50K.dev_audio/40425.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
228,FSD50K.dev_audio/40427.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
229,FSD50K.dev_audio/40428.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
230,FSD50K.dev_audio/2547.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
231,FSD50K.dev_audio/40429.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
232,FSD50K.dev_audio/40430.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
233,FSD50K.dev_audio/2550.wav,"Electric_guitar,Acoustic_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
234,FSD50K.dev_audio/40431.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
235,FSD50K.dev_audio/40432.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
236,FSD50K.dev_audio/40433.wav,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",train
