file_name,key,detailed_key,split
giantsteps-key-dataset/3270413.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3271514.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3272873.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3274260.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3275147.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3284384.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3288636.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3298344.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3302298.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3302451.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3313070.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3313145.LOFI.wav,4,E major,test
giantsteps-key-dataset/3317232.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3317417.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3319290.LOFI.wav,5,F major,test
giantsteps-key-dataset/3319589.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/3324024.LOFI.wav,20,Ab minor,test
giantsteps-key-dataset/3334441.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3334471.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/3338963.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3339291.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3344291.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3345479.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3349486.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3349967.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3354212.LOFI.wav,6,Gb major,test
giantsteps-key-dataset/3356535.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3361547.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3361909.LOFI.wav,3,Eb major,test
giantsteps-key-dataset/3363196.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3363602.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3364661.LOFI.wav,9,A major,test
giantsteps-key-dataset/3367551.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/3367553.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/3367555.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3368117.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3372108.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3377323.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3379400.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3383171.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3387619.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3389317.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3390952.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3395666.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/3397932.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3400782.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3402886.LOFI.wav,6,Gb major,test
giantsteps-key-dataset/3402887.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3402888.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3409548.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3415063.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3415421.LOFI.wav,16,E minor,test
giantsteps-key-dataset/341832.LOFI.wav,7,G major,test
giantsteps-key-dataset/3424038.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/3426022.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3426285.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3428673.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3432247.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3434746.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3443052.LOFI.wav,22,Bb minor,test
giantsteps-key-dataset/3450181.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3467773.LOFI.wav,22,Bb minor,test
giantsteps-key-dataset/3478184.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3479363.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3480108.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/3482733.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3516363.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3517044.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3518768.LOFI.wav,3,Eb major,test
giantsteps-key-dataset/3518921.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3519499.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3523229.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3524408.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/3526370.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3533310.LOFI.wav,11,B major,test
giantsteps-key-dataset/3533740.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3533956.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3535112.LOFI.wav,22,Bb minor,test
giantsteps-key-dataset/3542099.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3545728.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3561744.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3568438.LOFI.wav,8,Ab major,test
giantsteps-key-dataset/3568459.LOFI.wav,7,G major,test
giantsteps-key-dataset/3568465.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3571314.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/3572701.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3572702.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3574815.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3589347.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3590070.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/3596904.LOFI.wav,9,A major,test
giantsteps-key-dataset/3602280.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3602282.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3625299.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3625787.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3625788.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3628628.LOFI.wav,11,B major,test
giantsteps-key-dataset/3629467.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/3629920.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3633852.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3638836.LOFI.wav,5,F major,test
giantsteps-key-dataset/3641166.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3642384.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3642409.LOFI.wav,20,Ab minor,test
giantsteps-key-dataset/3648814.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3661550.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3667215.LOFI.wav,20,Ab minor,test
giantsteps-key-dataset/3667683.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3668409.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3681890.LOFI.wav,0,C major,test
giantsteps-key-dataset/3686302.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3687442.LOFI.wav,20,Ab minor,test
giantsteps-key-dataset/3695262.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3696226.LOFI.wav,20,Ab minor,test
giantsteps-key-dataset/3701975.LOFI.wav,5,F major,test
giantsteps-key-dataset/3703893.LOFI.wav,4,E major,test
giantsteps-key-dataset/3706570.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3713557.LOFI.wav,22,Bb minor,test
giantsteps-key-dataset/3725440.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3740062.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3753635.LOFI.wav,5,F major,test
giantsteps-key-dataset/3757006.LOFI.wav,3,Eb major,test
giantsteps-key-dataset/3759800.LOFI.wav,23,B minor,test
giantsteps-key-dataset/376240.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3767408.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3772753.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3773561.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3776015.LOFI.wav,20,Ab minor,test
giantsteps-key-dataset/3789116.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3789117.LOFI.wav,22,Bb minor,test
giantsteps-key-dataset/3792959.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3794008.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/3813682.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3822226.LOFI.wav,20,Ab minor,test
giantsteps-key-dataset/3826491.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3829561.LOFI.wav,22,Bb minor,test
giantsteps-key-dataset/3833050.LOFI.wav,1,Db major,test
giantsteps-key-dataset/3836490.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3841927.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3858289.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3858324.LOFI.wav,23,B minor,test
giantsteps-key-dataset/3858331.LOFI.wav,12,C minor,test
giantsteps-key-dataset/3873733.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3892740.LOFI.wav,2,D major,test
giantsteps-key-dataset/3914630.LOFI.wav,6,Gb major,test
giantsteps-key-dataset/3930672.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3935095.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3938837.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3939148.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3949799.LOFI.wav,9,A major,test
giantsteps-key-dataset/3954078.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3954191.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3958396.LOFI.wav,9,A major,test
giantsteps-key-dataset/3958397.LOFI.wav,21,A minor,test
giantsteps-key-dataset/3958398.LOFI.wav,19,G minor,test
giantsteps-key-dataset/3958755.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3958861.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3963180.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/3967462.LOFI.wav,16,E minor,test
giantsteps-key-dataset/3969868.LOFI.wav,17,F minor,test
giantsteps-key-dataset/3971416.LOFI.wav,14,D minor,test
giantsteps-key-dataset/3979989.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3980001.LOFI.wav,14,D minor,test
giantsteps-key-dataset/398124.LOFI.wav,2,D major,test
giantsteps-key-dataset/3986537.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/3992511.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/3995054.LOFI.wav,0,C major,test
giantsteps-key-dataset/3997722.LOFI.wav,17,F minor,test
giantsteps-key-dataset/4002242.LOFI.wav,21,A minor,test
giantsteps-key-dataset/400259.LOFI.wav,19,G minor,test
giantsteps-key-dataset/4014747.LOFI.wav,12,C minor,test
giantsteps-key-dataset/4014749.LOFI.wav,12,C minor,test
giantsteps-key-dataset/4018247.LOFI.wav,19,G minor,test
giantsteps-key-dataset/4021075.LOFI.wav,17,F minor,test
giantsteps-key-dataset/4045225.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/4048367.LOFI.wav,23,B minor,test
giantsteps-key-dataset/4049579.LOFI.wav,19,G minor,test
giantsteps-key-dataset/4060751.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/4062807.LOFI.wav,16,E minor,test
giantsteps-key-dataset/4066359.LOFI.wav,3,Eb major,test
giantsteps-key-dataset/4066435.LOFI.wav,22,Bb minor,test
giantsteps-key-dataset/4086909.LOFI.wav,19,G minor,test
giantsteps-key-dataset/4088665.LOFI.wav,14,D minor,test
giantsteps-key-dataset/4091478.LOFI.wav,21,A minor,test
giantsteps-key-dataset/4093657.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/4093908.LOFI.wav,12,C minor,test
giantsteps-key-dataset/4098993.LOFI.wav,19,G minor,test
giantsteps-key-dataset/4104235.LOFI.wav,17,F minor,test
giantsteps-key-dataset/4107957.LOFI.wav,13,Db minor,test
giantsteps-key-dataset/4125044.LOFI.wav,17,F minor,test
giantsteps-key-dataset/4153238.LOFI.wav,21,A minor,test
giantsteps-key-dataset/4162405.LOFI.wav,21,A minor,test
giantsteps-key-dataset/4166222.LOFI.wav,16,E minor,test
giantsteps-key-dataset/4167325.LOFI.wav,17,F minor,test
giantsteps-key-dataset/4173942.LOFI.wav,0,C major,test
giantsteps-key-dataset/4186982.LOFI.wav,19,G minor,test
giantsteps-key-dataset/4188100.LOFI.wav,22,Bb minor,test
giantsteps-key-dataset/4191993.LOFI.wav,16,E minor,test
giantsteps-key-dataset/4200490.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/4202763.LOFI.wav,21,A minor,test
giantsteps-key-dataset/4206954.LOFI.wav,14,D minor,test
giantsteps-key-dataset/4207145.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/423054.LOFI.wav,14,D minor,test
giantsteps-key-dataset/4231980.LOFI.wav,12,C minor,test
giantsteps-key-dataset/4234612.LOFI.wav,12,C minor,test
giantsteps-key-dataset/4254573.LOFI.wav,12,C minor,test
giantsteps-key-dataset/4262569.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/4275052.LOFI.wav,2,D major,test
giantsteps-key-dataset/4277742.LOFI.wav,17,F minor,test
giantsteps-key-dataset/4284574.LOFI.wav,7,G major,test
giantsteps-key-dataset/4293025.LOFI.wav,21,A minor,test
giantsteps-key-dataset/4297635.LOFI.wav,23,B minor,test
giantsteps-key-dataset/4302974.LOFI.wav,16,E minor,test
giantsteps-key-dataset/4315749.LOFI.wav,17,F minor,test
giantsteps-key-dataset/4320199.LOFI.wav,15,Eb minor,test
giantsteps-key-dataset/4325645.LOFI.wav,12,C minor,test
giantsteps-key-dataset/4325646.LOFI.wav,18,Gb minor,test
giantsteps-key-dataset/4327665.LOFI.wav,16,E minor,test
giantsteps-key-dataset/4328155.LOFI.wav,12,C minor,test
giantsteps-key-dataset/4328388.LOFI.wav,17,F minor,test
giantsteps-key-dataset/435443.LOFI.wav,16,E minor,test
giantsteps-key-dataset/4359736.LOFI.wav,17,F minor,test
giantsteps-key-dataset/4360488.LOFI.wav,17,F minor,test
