file_name,genre,tempo,split
disco/disco.00063.wav,disco,130.45,test
disco/disco.00064.wav,disco,122.64,test
disco/disco.00065.wav,disco,131.83,test
disco/disco.00066.wav,disco,133.35,test
disco/disco.00067.wav,disco,100.44,valid
disco/disco.00068.wav,disco,106.97,valid
disco/disco.00069.wav,disco,107.58,test
disco/disco.00070.wav,disco,109.48,train
disco/disco.00071.wav,disco,113.93,nan
disco/disco.00072.wav,disco,136.8,valid
disco/disco.00073.wav,disco,113.92,train
disco/disco.00074.wav,disco,112.08,train
disco/disco.00075.wav,disco,132.63,valid
disco/disco.00076.wav,disco,127.38,test
disco/disco.00077.wav,disco,117.39,test
disco/disco.00078.wav,disco,127.99,test
disco/disco.00079.wav,disco,121.03,test
disco/disco.00080.wav,disco,98.09,test
disco/disco.00081.wav,disco,129.71,test
disco/disco.00082.wav,disco,123.12,test
disco/disco.00083.wav,disco,116.94,test
disco/disco.00084.wav,disco,114.69,test
disco/disco.00085.wav,disco,123.63,test
disco/disco.00086.wav,disco,125.25,test
disco/disco.00087.wav,disco,105.94,test
disco/disco.00088.wav,disco,124.18,test
disco/disco.00089.wav,disco,129.84,train
disco/disco.00090.wav,disco,128.24,valid
disco/disco.00091.wav,disco,100.12,test
disco/disco.00092.wav,disco,115.13,test
disco/disco.00093.wav,disco,110.29,test
disco/disco.00094.wav,disco,138.44,test
disco/disco.00095.wav,disco,121.05,valid
disco/disco.00096.wav,disco,102.33,test
disco/disco.00097.wav,disco,130.35,test
disco/disco.00098.wav,disco,122.37,nan
disco/disco.00099.wav,disco,122.37,test
hiphop/hiphop.00000.wav,hiphop,119.18,test
hiphop/hiphop.00001.wav,hiphop,91.91,nan
hiphop/hiphop.00002.wav,hiphop,99.33,train
hiphop/hiphop.00003.wav,hiphop,94.7,train
hiphop/hiphop.00004.wav,hiphop,96.55,train
hiphop/hiphop.00005.wav,hiphop,142.39,train
hiphop/hiphop.00006.wav,hiphop,99.93,train
hiphop/hiphop.00007.wav,hiphop,120.43,train
hiphop/hiphop.00008.wav,hiphop,84.54,train
hiphop/hiphop.00009.wav,hiphop,103.56,train
hiphop/hiphop.00010.wav,hiphop,97.07,train
hiphop/hiphop.00011.wav,hiphop,100.02,train
hiphop/hiphop.00012.wav,hiphop,99.53,train
hiphop/hiphop.00013.wav,hiphop,101.92,train
hiphop/hiphop.00014.wav,hiphop,133.64,train
hiphop/hiphop.00015.wav,hiphop,98.93,train
hiphop/hiphop.00016.wav,hiphop,100.95,train
hiphop/hiphop.00017.wav,hiphop,97.73,train
hiphop/hiphop.00018.wav,hiphop,104.93,train
hiphop/hiphop.00019.wav,hiphop,100.76,train
hiphop/hiphop.00020.wav,hiphop,117.32,train
hiphop/hiphop.00021.wav,hiphop,100.97,train
hiphop/hiphop.00022.wav,hiphop,101.01,train
hiphop/hiphop.00023.wav,hiphop,95.91,train
hiphop/hiphop.00024.wav,hiphop,101.74,train
hiphop/hiphop.00025.wav,hiphop,105.79,train
hiphop/hiphop.00026.wav,hiphop,102.38,test
hiphop/hiphop.00027.wav,hiphop,90.87,test
hiphop/hiphop.00028.wav,hiphop,89.35,train
hiphop/hiphop.00029.wav,hiphop,93.06,train
hiphop/hiphop.00030.wav,hiphop,179.12,test
hiphop/hiphop.00031.wav,hiphop,99.92,train
hiphop/hiphop.00032.wav,hiphop,100.51,train
hiphop/hiphop.00033.wav,hiphop,97.04,train
hiphop/hiphop.00034.wav,hiphop,98.74,train
hiphop/hiphop.00035.wav,hiphop,83.95,train
hiphop/hiphop.00036.wav,hiphop,116.26,train
hiphop/hiphop.00037.wav,hiphop,71.96,train
hiphop/hiphop.00038.wav,hiphop,91.55,train
hiphop/hiphop.00039.wav,hiphop,95.05,nan
hiphop/hiphop.00040.wav,hiphop,79.66,test
hiphop/hiphop.00041.wav,hiphop,92.05,train
hiphop/hiphop.00042.wav,hiphop,91.1,train
hiphop/hiphop.00043.wav,hiphop,89.96,test
hiphop/hiphop.00044.wav,hiphop,118.29,test
hiphop/hiphop.00045.wav,hiphop,95.05,test
hiphop/hiphop.00046.wav,hiphop,96.83,nan
hiphop/hiphop.00047.wav,hiphop,97.58,nan
hiphop/hiphop.00048.wav,hiphop,96.81,nan
hiphop/hiphop.00049.wav,hiphop,101.94,nan
hiphop/hiphop.00050.wav,hiphop,99.86,nan
hiphop/hiphop.00051.wav,hiphop,104.77,test
hiphop/hiphop.00052.wav,hiphop,104.96,test
hiphop/hiphop.00053.wav,hiphop,108.12,test
hiphop/hiphop.00054.wav,hiphop,112.26,test
hiphop/hiphop.00055.wav,hiphop,82.02,train
hiphop/hiphop.00056.wav,hiphop,100.86,train
hiphop/hiphop.00057.wav,hiphop,111.22,train
hiphop/hiphop.00058.wav,hiphop,91.42,train
hiphop/hiphop.00059.wav,hiphop,92.04,train
hiphop/hiphop.00060.wav,hiphop,90.51,train
hiphop/hiphop.00061.wav,hiphop,93.02,train
hiphop/hiphop.00062.wav,hiphop,92.02,test
hiphop/hiphop.00063.wav,hiphop,93.98,test
hiphop/hiphop.00064.wav,hiphop,86.22,test
hiphop/hiphop.00065.wav,hiphop,96.24,test
hiphop/hiphop.00066.wav,hiphop,91.96,test
hiphop/hiphop.00067.wav,hiphop,97.13,test
hiphop/hiphop.00068.wav,hiphop,96.81,test
hiphop/hiphop.00069.wav,hiphop,102.28,test
hiphop/hiphop.00070.wav,hiphop,96.28,test
hiphop/hiphop.00071.wav,hiphop,95.37,test
hiphop/hiphop.00072.wav,hiphop,98.14,test
hiphop/hiphop.00073.wav,hiphop,92.52,test
hiphop/hiphop.00074.wav,hiphop,99.09,test
hiphop/hiphop.00075.wav,hiphop,91.91,test
hiphop/hiphop.00076.wav,hiphop,97.82,nan
hiphop/hiphop.00077.wav,hiphop,116.45,train
hiphop/hiphop.00078.wav,hiphop,97.82,train
hiphop/hiphop.00079.wav,hiphop,104.55,train
hiphop/hiphop.00080.wav,hiphop,96.71,train
hiphop/hiphop.00081.wav,hiphop,102.01,valid
hiphop/hiphop.00082.wav,hiphop,105.39,valid
hiphop/hiphop.00083.wav,hiphop,103.58,valid
hiphop/hiphop.00084.wav,hiphop,113.52,valid
hiphop/hiphop.00085.wav,hiphop,110.54,valid
hiphop/hiphop.00086.wav,hiphop,98.78,valid
hiphop/hiphop.00087.wav,hiphop,101.32,valid
hiphop/hiphop.00088.wav,hiphop,115.96,valid
hiphop/hiphop.00089.wav,hiphop,126.25,valid
hiphop/hiphop.00090.wav,hiphop,115.17,valid
hiphop/hiphop.00091.wav,hiphop,101.48,valid
hiphop/hiphop.00092.wav,hiphop,114.29,valid
hiphop/hiphop.00093.wav,hiphop,117.62,valid
hiphop/hiphop.00094.wav,hiphop,74.24,valid
hiphop/hiphop.00095.wav,hiphop,111.24,valid
hiphop/hiphop.00096.wav,hiphop,108.61,valid
hiphop/hiphop.00097.wav,hiphop,113.36,valid
hiphop/hiphop.00098.wav,hiphop,106.09,valid
hiphop/hiphop.00099.wav,hiphop,108.02,test
jazz/jazz.00000.wav,jazz,163.39,train
jazz/jazz.00001.wav,jazz,68.63,train
jazz/jazz.00002.wav,jazz,97.22,valid
jazz/jazz.00003.wav,jazz,70.16,valid
jazz/jazz.00004.wav,jazz,62.57,valid
jazz/jazz.00005.wav,jazz,108.75,valid
jazz/jazz.00006.wav,jazz,133.03,valid
jazz/jazz.00007.wav,jazz,62.08,valid
jazz/jazz.00008.wav,jazz,109.62,valid
jazz/jazz.00009.wav,jazz,56.94,valid
jazz/jazz.00010.wav,jazz,55.03,valid
jazz/jazz.00011.wav,jazz,202.41,train
jazz/jazz.00012.wav,jazz,112.6,train
jazz/jazz.00013.wav,jazz,148.19,train
jazz/jazz.00014.wav,jazz,62.19,train
jazz/jazz.00015.wav,jazz,115.76,train
jazz/jazz.00016.wav,jazz,72.62,train
jazz/jazz.00017.wav,jazz,212.81,train
jazz/jazz.00018.wav,jazz,204.76,train
jazz/jazz.00019.wav,jazz,91.0,train
jazz/jazz.00020.wav,jazz,106.99,train
jazz/jazz.00021.wav,jazz,123.24,train
jazz/jazz.00022.wav,jazz,126.24,train
jazz/jazz.00023.wav,jazz,85.29,train
jazz/jazz.00024.wav,jazz,107.78,train
jazz/jazz.00025.wav,jazz,203.21,valid
jazz/jazz.00026.wav,jazz,98.37,valid
jazz/jazz.00027.wav,jazz,142.08,valid
jazz/jazz.00028.wav,jazz,201.3,valid
jazz/jazz.00029.wav,jazz,224.03,valid
jazz/jazz.00030.wav,jazz,102.94,valid
jazz/jazz.00031.wav,jazz,321.64,valid
jazz/jazz.00032.wav,jazz,129.9,valid
jazz/jazz.00033.wav,jazz,94.7,nan
jazz/jazz.00034.wav,jazz,194.96,nan
jazz/jazz.00035.wav,jazz,70.45,nan
jazz/jazz.00036.wav,jazz,124.54,nan
jazz/jazz.00037.wav,jazz,97.14,nan
jazz/jazz.00038.wav,jazz,148.88,nan
jazz/jazz.00039.wav,jazz,197.81,nan
jazz/jazz.00040.wav,jazz,100.46,nan
jazz/jazz.00041.wav,jazz,188.27,train
jazz/jazz.00042.wav,jazz,73.44,nan
jazz/jazz.00043.wav,jazz,153.06,nan
jazz/jazz.00044.wav,jazz,104.06,nan
jazz/jazz.00045.wav,jazz,74.22,nan
jazz/jazz.00046.wav,jazz,215.01,nan
jazz/jazz.00047.wav,jazz,208.4,train
jazz/jazz.00048.wav,jazz,130.04,train
jazz/jazz.00049.wav,jazz,44.08,train
jazz/jazz.00050.wav,jazz,155.09,train
jazz/jazz.00051.wav,jazz,94.7,train
jazz/jazz.00052.wav,jazz,107.15,train
jazz/jazz.00053.wav,jazz,194.96,train
jazz/jazz.00054.wav,jazz,107.8,train
jazz/jazz.00055.wav,jazz,70.45,train
jazz/jazz.00056.wav,jazz,124.54,train
jazz/jazz.00057.wav,jazz,94.94,train
jazz/jazz.00058.wav,jazz,125.4,train
jazz/jazz.00059.wav,jazz,106.61,train
jazz/jazz.00060.wav,jazz,97.14,train
jazz/jazz.00061.wav,jazz,178.66,train
jazz/jazz.00062.wav,jazz,148.88,train
jazz/jazz.00063.wav,jazz,242.08,train
jazz/jazz.00064.wav,jazz,203.69,train
jazz/jazz.00065.wav,jazz,197.81,train
jazz/jazz.00066.wav,jazz,178.43,train
jazz/jazz.00067.wav,jazz,100.45,train
jazz/jazz.00068.wav,jazz,73.51,train
jazz/jazz.00069.wav,jazz,153.06,train
jazz/jazz.00070.wav,jazz,104.08,train
jazz/jazz.00071.wav,jazz,74.22,train
jazz/jazz.00072.wav,jazz,215.01,train
jazz/jazz.00073.wav,jazz,229.71,test
jazz/jazz.00074.wav,jazz,82.79,test
jazz/jazz.00075.wav,jazz,209.34,test
jazz/jazz.00076.wav,jazz,62.23,test
jazz/jazz.00077.wav,jazz,185.07,test
jazz/jazz.00078.wav,jazz,161.4,test
jazz/jazz.00079.wav,jazz,108.5,test
jazz/jazz.00080.wav,jazz,200.59,test
jazz/jazz.00081.wav,jazz,114.91,test
jazz/jazz.00082.wav,jazz,197.21,test
jazz/jazz.00083.wav,jazz,107.84,test
jazz/jazz.00084.wav,jazz,123.67,test
jazz/jazz.00085.wav,jazz,158.58,test
jazz/jazz.00086.wav,jazz,103.76,test
jazz/jazz.00087.wav,jazz,133.09,test
jazz/jazz.00088.wav,jazz,128.71,test
jazz/jazz.00089.wav,jazz,55.46,test
jazz/jazz.00090.wav,jazz,135.81,test
jazz/jazz.00091.wav,jazz,56.4,test
jazz/jazz.00092.wav,jazz,53.1,test
jazz/jazz.00093.wav,jazz,166.24,test
jazz/jazz.00094.wav,jazz,120.49,test
jazz/jazz.00095.wav,jazz,119.63,test
jazz/jazz.00096.wav,jazz,134.03,test
jazz/jazz.00097.wav,jazz,51.98,test
jazz/jazz.00098.wav,jazz,162.12,test
jazz/jazz.00099.wav,jazz,136.35,test
metal/metal.00000.wav,metal,93.96,valid
metal/metal.00001.wav,metal,155.91,valid
metal/metal.00002.wav,metal,111.41,train
metal/metal.00003.wav,metal,196.22,train
metal/metal.00004.wav,metal,139.15,nan
metal/metal.00005.wav,metal,154.15,train
metal/metal.00006.wav,metal,119.21,valid
metal/metal.00007.wav,metal,152.34,valid
metal/metal.00008.wav,metal,117.36,valid
metal/metal.00009.wav,metal,113.5,valid
metal/metal.00010.wav,metal,209.04,valid
metal/metal.00011.wav,metal,159.96,valid
metal/metal.00012.wav,metal,167.56,test
metal/metal.00013.wav,metal,139.15,test
metal/metal.00014.wav,metal,76.39,test
metal/metal.00015.wav,metal,120.18,test
metal/metal.00016.wav,metal,92.08,valid
metal/metal.00017.wav,metal,214.47,valid
metal/metal.00018.wav,metal,99.36,valid
metal/metal.00019.wav,metal,219.71,valid
metal/metal.00020.wav,metal,221.72,valid
metal/metal.00021.wav,metal,110.24,train
metal/metal.00022.wav,metal,136.89,test
metal/metal.00023.wav,metal,145.58,test
metal/metal.00024.wav,metal,111.78,train
metal/metal.00025.wav,metal,138.53,test
metal/metal.00026.wav,metal,251.32,test
metal/metal.00027.wav,metal,258.03,test
